PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq,Fare_bin
1085,-1,2,male,0,0,12,Q,U,1014,Mr,63,9,Alone,1,high
1086,-1,2,male,0,2,32,S,U,1014,Master,623,0,Small,3,veryHigh
1087,-1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
1088,-1,1,male,0,2,134,C,E,41,Master,157,0,Small,5,superhigh
1089,-1,3,female,0,0,7,S,U,1014,Miss,293,1,Alone,1,low
1090,-1,2,male,0,0,10,S,U,1014,Mr,623,3,Alone,1,medium
1091,-1,3,female,0,0,8,S,U,1014,Mrs,293,5,Alone,1,medium
1092,-1,3,female,0,0,15,Q,U,1014,Miss,60,7,Alone,2,high
1093,-1,3,male,0,2,14,S,U,1014,Master,623,0,Small,3,high
1094,-1,1,male,1,0,227,C,C,94,Rare,157,8,Small,5,superhigh
1095,-1,2,female,1,1,26,S,U,1014,Miss,293,0,Small,3,veryHigh
1096,-1,2,male,0,0,10,S,U,1014,Mr,623,4,Alone,1,medium
1097,-1,1,male,0,0,25,C,U,1014,Mr,157,5,Alone,1,veryHigh
1098,-1,3,female,0,0,7,Q,U,1014,Miss,60,6,Alone,1,low
1099,-1,2,male,0,0,10,S,U,1014,Mr,623,3,Alone,1,medium
1100,-1,1,female,0,0,27,C,A,22,Miss,113,6,Alone,1,veryHigh
1101,-1,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
1102,-1,3,male,0,0,22,S,U,1014,Mr,623,6,Alone,3,veryHigh
1103,-1,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
1104,-1,2,male,0,0,73,S,U,1014,Mr,623,1,Alone,7,superhigh
1105,-1,2,female,1,0,26,S,U,1014,Mrs,293,9,Small,2,veryHigh
1106,-1,3,female,4,2,7,S,U,1014,Miss,293,7,Large,1,low
1107,-1,1,male,0,0,42,S,B,65,Mr,623,8,Alone,1,superhigh
1108,-1,3,female,0,0,7,Q,U,1014,Miss,60,2,Alone,1,low
1109,-1,1,male,1,1,164,S,U,1014,Mr,623,9,Small,4,superhigh
1110,-1,1,female,1,1,211,C,C,94,Mrs,113,9,Small,5,superhigh
1111,-1,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
1112,-1,2,female,1,0,13,C,U,1014,Miss,113,5,Small,1,high
1113,-1,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,medium
1114,-1,2,female,0,0,10,S,F,21,Mrs,293,2,Alone,1,medium
1115,-1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
1116,-1,1,female,0,0,27,C,U,1014,Mrs,113,9,Alone,1,veryHigh
1117,-1,3,female,0,2,15,C,U,1014,Mrs,113,3,Small,3,high
1118,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
1119,-1,3,female,0,0,7,Q,U,1014,Miss,60,5,Alone,1,low
1120,-1,3,male,0,0,15,S,U,1014,Mr,623,8,Alone,2,high
1121,-1,2,male,0,0,13,S,U,1014,Mr,623,7,Alone,1,high
1122,-1,2,male,0,0,65,S,U,1014,Mr,623,0,Alone,5,superhigh
1123,-1,1,female,0,0,26,S,U,1014,Miss,293,2,Alone,1,veryHigh
1124,-1,3,male,1,0,6,S,U,1014,Mr,623,2,Small,1,low
1125,-1,3,male,0,0,7,Q,U,1014,Mr,63,1,Alone,1,low
1126,-1,1,male,1,0,71,C,C,94,Mr,157,7,Small,2,superhigh
1127,-1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
1128,-1,1,male,1,0,75,C,D,46,Mr,157,9,Small,2,superhigh
1129,-1,3,male,0,0,7,C,U,1014,Mr,157,2,Alone,1,low
1130,-1,2,female,1,1,13,S,U,1014,Miss,293,1,Small,1,high
1131,-1,1,female,1,0,106,C,C,94,Mrs,113,9,Small,3,superhigh
1132,-1,1,female,0,0,27,C,U,1014,Mrs,113,9,Alone,1,veryHigh
1133,-1,2,female,0,2,30,S,U,1014,Mrs,293,8,Small,2,veryHigh
1134,-1,1,male,1,1,134,C,E,41,Mr,157,8,Small,5,superhigh
1135,-1,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
1136,-1,3,male,1,2,23,S,U,1014,Master,623,6,Small,4,veryHigh
1137,-1,1,male,1,0,51,S,D,46,Mr,623,8,Small,2,superhigh
1138,-1,2,female,0,0,21,S,U,1014,Mrs,293,2,Alone,2,high
1139,-1,2,male,1,1,32,S,U,1014,Mr,623,8,Small,3,veryHigh
1140,-1,2,female,1,0,26,S,U,1014,Mrs,293,5,Small,2,veryHigh
1141,-1,3,female,1,0,14,C,U,1014,Mrs,113,7,Small,2,high
1142,-1,2,female,1,2,27,S,U,1014,Miss,293,0,Small,4,veryHigh
1143,-1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
1144,-1,1,male,1,0,136,C,C,94,Mr,157,4,Small,2,superhigh
1145,-1,3,male,0,0,9,S,U,1014,Mr,623,3,Alone,1,medium
1146,-1,3,male,0,0,9,S,U,1014,Mr,623,6,Alone,1,medium
1147,-1,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1,low
1148,-1,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1,low
1149,-1,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1,medium
1150,-1,2,female,0,0,13,S,U,1014,Miss,293,1,Alone,1,high
1151,-1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
1152,-1,3,male,1,0,17,S,U,1014,Mr,623,7,Small,2,high
1153,-1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
1154,-1,2,female,0,2,23,S,U,1014,Mrs,293,5,Small,3,veryHigh
1155,-1,3,female,1,1,12,S,U,1014,Miss,293,0,Small,2,high
1156,-1,2,male,0,0,12,C,U,1014,Mr,157,5,Alone,1,high
1157,-1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
1158,-1,1,male,0,0,0,S,U,1014,Mr,623,4,Alone,1,low
1159,-1,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
1160,-1,3,female,0,0,8,S,U,1014,Miss,293,7,Alone,1,medium
1161,-1,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
1162,-1,1,male,0,0,75,C,C,94,Mr,157,8,Alone,2,superhigh
1163,-1,3,male,0,0,7,Q,U,1014,Mr,63,7,Alone,1,low
1164,-1,1,female,1,0,136,C,C,94,Mrs,113,4,Small,2,superhigh
1165,-1,3,female,1,0,15,Q,U,1014,Miss,60,7,Small,2,high
1166,-1,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1,low
1167,-1,2,female,1,0,26,S,U,1014,Miss,293,2,Small,2,veryHigh
1168,-1,2,male,0,0,10,S,U,1014,Mr,623,5,Alone,1,medium
1169,-1,2,male,1,0,26,S,U,1014,Mr,623,8,Small,2,veryHigh
1170,-1,2,male,1,0,21,S,U,1014,Mr,623,5,Small,2,high
1171,-1,2,male,0,0,10,S,U,1014,Mr,623,3,Alone,1,medium
1172,-1,3,female,0,0,8,S,U,1014,Miss,293,3,Alone,1,medium
1173,-1,3,male,1,1,13,S,U,1014,Master,623,0,Small,3,high
1174,-1,3,female,0,0,7,Q,U,1014,Miss,60,8,Alone,1,low
1175,-1,3,female,1,1,15,C,U,1014,Miss,113,0,Small,3,high
1176,-1,3,female,1,1,20,S,U,1014,Miss,293,0,Small,3,high
1177,-1,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
1178,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
1179,-1,1,male,1,0,82,S,B,65,Mr,623,3,Small,2,superhigh
1180,-1,3,male,0,0,7,C,F,21,Mr,157,7,Alone,1,low
1181,-1,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1,medium
1182,-1,1,male,0,0,39,S,U,1014,Mr,623,5,Alone,1,veryHigh
1183,-1,3,female,0,0,6,Q,U,1014,Miss,60,5,Alone,1,low
1184,-1,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1,low
1185,-1,1,male,1,1,81,S,A,22,Rare,623,9,Small,3,superhigh
1186,-1,3,male,0,0,9,S,U,1014,Mr,623,7,Alone,1,medium
1187,-1,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
1188,-1,2,female,1,2,41,C,U,1014,Miss,113,0,Small,4,veryHigh
1189,-1,3,male,2,0,21,C,U,1014,Mr,157,2,Small,3,high
1190,-1,1,male,0,0,45,S,U,1014,Mr,623,5,Alone,1,superhigh
1191,-1,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
1192,-1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
1193,-1,2,male,0,0,15,C,D,46,Mr,157,5,Alone,1,high
1194,-1,2,male,0,1,21,S,U,1014,Mr,623,8,Small,2,high
1195,-1,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1,medium
1196,-1,3,female,0,0,7,Q,U,1014,Miss,60,6,Alone,1,low
1197,-1,1,female,1,1,26,S,B,65,Mrs,293,9,Small,1,veryHigh
1198,-1,1,male,1,2,151,S,C,94,Mr,623,5,Small,6,superhigh
1199,-1,3,male,0,1,9,S,U,1014,Master,623,0,Small,2,medium
1200,-1,1,male,1,1,93,S,B,65,Mr,623,9,Small,4,superhigh
1201,-1,3,female,1,0,14,S,U,1014,Mrs,293,8,Small,2,high
1202,-1,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
1203,-1,3,male,0,0,7,C,U,1014,Mr,157,3,Alone,1,low
1204,-1,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1,low
1205,-1,3,female,0,0,7,Q,U,1014,Miss,60,7,Alone,1,low
1206,-1,1,female,0,0,135,C,C,94,Mrs,113,9,Alone,4,superhigh
1207,-1,3,female,0,0,7,Q,U,1014,Miss,60,1,Alone,1,low
1208,-1,1,male,1,0,146,C,B,65,Mr,157,9,Small,3,superhigh
1209,-1,2,male,0,0,10,S,U,1014,Mr,623,1,Alone,1,medium
1210,-1,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
1211,-1,2,male,2,0,31,S,U,1014,Mr,623,3,Small,3,veryHigh
1212,-1,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
1213,-1,3,male,0,0,7,C,F,21,Mr,157,4,Alone,1,low
1214,-1,2,male,0,0,13,S,F,21,Mr,623,4,Alone,1,high
1215,-1,1,male,0,0,26,S,U,1014,Mr,623,6,Alone,1,veryHigh
1216,-1,1,female,0,0,211,S,U,1014,Miss,293,7,Alone,4,superhigh
1217,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
1218,-1,2,female,2,1,39,S,F,21,Miss,293,0,Small,4,veryHigh
1219,-1,1,male,0,0,79,C,U,1014,Mr,157,8,Alone,2,superhigh
1220,-1,2,male,1,0,26,S,U,1014,Mr,623,5,Small,2,veryHigh
1221,-1,2,male,0,0,13,S,U,1014,Mr,623,2,Alone,1,high
1222,-1,2,female,0,2,36,S,U,1014,Mrs,293,9,Small,4,veryHigh
1223,-1,1,male,0,0,29,C,A,22,Mr,157,7,Alone,1,veryHigh
1224,-1,3,male,0,0,7,C,U,1014,Mr,157,4,Alone,1,low
1225,-1,3,female,1,1,15,C,U,1014,Mrs,113,2,Small,3,high
1226,-1,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
1227,-1,1,male,0,0,26,S,C,94,Mr,623,5,Alone,1,veryHigh
1228,-1,2,male,0,0,13,S,U,1014,Mr,623,6,Alone,1,high
1229,-1,3,male,0,2,7,C,U,1014,Mr,157,7,Small,1,low
1230,-1,2,male,0,0,31,S,U,1014,Mr,623,4,Alone,3,veryHigh
1231,-1,3,male,0,0,7,C,U,1014,Master,157,6,Alone,1,low
1232,-1,2,male,0,0,10,S,U,1014,Mr,623,1,Alone,1,medium
1233,-1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
1234,-1,3,male,1,9,69,S,U,1014,Mr,623,7,Large,11,superhigh
1235,-1,1,female,0,1,512,C,B,65,Mrs,113,9,Small,4,superhigh
1236,-1,3,male,1,1,14,S,U,1014,Master,623,2,Small,3,high
1237,-1,3,female,0,0,7,S,U,1014,Miss,293,1,Alone,1,low
1238,-1,2,male,0,0,13,S,U,1014,Mr,623,4,Alone,1,high
1239,-1,3,female,0,0,7,C,U,1014,Mrs,113,7,Alone,1,low
1240,-1,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1,high
1241,-1,2,female,0,0,21,S,U,1014,Miss,293,5,Alone,2,high
1242,-1,1,female,0,1,63,C,D,46,Mrs,113,8,Small,2,superhigh
1243,-1,2,male,0,0,10,S,U,1014,Mr,623,4,Alone,1,medium
1244,-1,2,male,0,0,73,S,U,1014,Mr,623,1,Alone,7,superhigh
1245,-1,2,male,1,2,65,S,U,1014,Mr,623,9,Small,5,superhigh
1246,-1,3,female,1,2,20,S,U,1014,Miss,293,0,Small,4,high
1247,-1,1,male,0,0,26,S,E,41,Mr,623,9,Alone,1,veryHigh
1248,-1,1,female,2,0,51,S,C,94,Mrs,293,9,Small,2,superhigh
1249,-1,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1,low
1250,-1,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1,low
1251,-1,3,female,1,0,15,S,U,1014,Mrs,293,5,Small,2,high
1252,-1,3,male,8,2,69,S,U,1014,Master,623,0,Large,11,superhigh
1253,-1,2,female,1,1,37,C,U,1014,Mrs,113,3,Small,3,veryHigh
1254,-1,2,female,0,0,21,S,U,1014,Mrs,293,5,Alone,2,high
1255,-1,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1,medium
1256,-1,1,female,1,0,55,C,E,41,Mrs,113,4,Small,2,superhigh
1257,-1,3,female,1,9,69,S,U,1014,Mrs,293,8,Large,11,superhigh
1258,-1,3,male,1,0,14,C,U,1014,Mr,157,5,Small,2,high
1259,-1,3,female,0,0,39,S,U,1014,Miss,293,3,Alone,7,veryHigh
1260,-1,1,female,0,1,59,C,U,1014,Mrs,113,8,Small,2,superhigh
1261,-1,2,male,0,0,13,C,U,1014,Mr,157,5,Alone,1,high
1262,-1,2,male,1,0,11,S,U,1014,Mr,623,2,Small,1,high
1263,-1,1,female,0,0,134,C,E,41,Miss,113,6,Alone,5,superhigh
1264,-1,1,male,0,0,0,S,B,65,Mr,623,9,Alone,2,low
1265,-1,2,male,0,0,13,S,U,1014,Mr,623,8,Alone,1,high
1266,-1,1,female,1,1,81,S,A,22,Mrs,293,9,Small,3,superhigh
1267,-1,1,female,0,0,262,C,U,1014,Miss,113,8,Alone,7,superhigh
1268,-1,3,female,2,0,8,S,U,1014,Miss,293,3,Small,1,medium
1269,-1,2,male,0,0,11,S,U,1014,Mr,623,2,Alone,1,high
1270,-1,1,male,0,0,50,S,C,94,Mr,623,9,Alone,1,superhigh
1271,-1,3,male,4,2,31,S,U,1014,Master,623,0,Large,7,veryHigh
1272,-1,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1,low
1273,-1,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1,low
1274,-1,3,female,0,0,14,S,U,1014,Mrs,293,1,Alone,2,high
1275,-1,3,female,1,0,16,S,U,1014,Mrs,293,2,Small,2,high
1276,-1,2,male,0,0,12,S,U,1014,Mr,623,7,Alone,1,high
1277,-1,2,female,1,2,65,S,U,1014,Miss,293,3,Small,5,superhigh
1278,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
1279,-1,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1,high
1280,-1,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1,low
1281,-1,3,male,3,1,21,S,U,1014,Master,623,0,Medium,5,high
1282,-1,1,male,0,0,93,S,B,65,Mr,623,3,Alone,4,superhigh
1283,-1,1,female,0,1,39,S,D,46,Mrs,293,9,Small,2,veryHigh
1284,-1,3,male,0,2,20,S,U,1014,Master,623,0,Small,3,high
1285,-1,2,male,0,0,10,S,U,1014,Mr,623,8,Alone,1,medium
1286,-1,3,male,3,1,22,S,U,1014,Mr,623,5,Medium,3,veryHigh
1287,-1,1,female,1,0,60,S,C,94,Mrs,293,1,Small,2,superhigh
1288,-1,3,male,0,0,7,Q,U,1014,Mr,63,3,Alone,1,low
1289,-1,1,female,1,1,79,C,B,65,Mrs,113,9,Small,2,superhigh
1290,-1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
1291,-1,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1,low
1292,-1,1,female,0,0,164,S,C,94,Miss,293,5,Alone,4,superhigh
1293,-1,2,male,1,0,21,S,U,1014,Mr,623,7,Small,2,high
1294,-1,1,female,0,1,59,C,U,1014,Miss,113,3,Small,2,superhigh
1295,-1,1,male,0,0,47,S,U,1014,Mr,623,1,Alone,2,superhigh
1296,-1,1,male,1,0,27,C,D,46,Mr,157,8,Small,1,veryHigh
1297,-1,2,male,0,0,13,C,D,46,Mr,157,2,Alone,1,high
1298,-1,2,male,1,0,10,S,U,1014,Mr,623,3,Small,1,medium
1299,-1,1,male,1,1,211,C,C,94,Mr,157,9,Small,5,superhigh
1300,-1,3,female,0,0,7,Q,U,1014,Miss,60,4,Alone,1,low
1301,-1,3,female,1,1,13,S,U,1014,Miss,293,0,Small,3,high
1302,-1,3,female,0,0,7,Q,U,1014,Miss,60,8,Alone,1,low
1303,-1,1,female,1,0,90,Q,C,94,Mrs,60,7,Small,3,superhigh
1304,-1,3,female,0,0,7,S,U,1014,Miss,293,5,Alone,1,low
1305,-1,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,medium
1306,-1,1,female,0,0,108,C,C,94,Rare,113,7,Alone,3,superhigh
1307,-1,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
1308,-1,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1,medium
1309,-1,3,male,1,1,22,C,U,1014,Master,157,2,Small,3,veryHigh
